ID,jmeno,Y,X,okres,kraj,plocha bytu (m2),poloha bytu,velikostni kategorie,technologie vystavby,stari,technologicky stav,najemne_min (kc/m2/mesic),najemne_max (kc/m2/mesic),najemne_byt_min (kc/byt/mesic),najemne_byt_max (kc/byt/mesic),Datum aktualizace
561860,Nový Bor,50.757606,14.555556,Česká Lípa,Liberecký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,73,80.7,4745,5245.5,MMR 2011
534935,Kostelec nad Labem,50.226529,14.585522,Mělník,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,92.2,112.7,5993,7325.5,MMR 2011
562017,Ralsko,50.585501,14.804116,Česká Lípa,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,60.5,74,3932.5,4810,MMR 2011
564371,Raspenava,50.904154,15.114627,Liberec,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),jiná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,60.5,73.9,3932.5,4803.5,MMR 2011
577456,Rokytnice nad Jizerou,50.725611,15.433554,Semily,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,79.5,97.2,5167.5,6318,MMR 2011
563790,Rychnov u Jablonce nad Nisou,50.683788,15.149777,Jablonec nad Nisou,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),jiná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.2,82.2,4368,5343,MMR 2011
576964,Semily,50.601903,15.335508,Semily,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,52.3,60.1,3399.5,3906.5,MMR 2011
563811,Smržovka,50.738199,15.246377,Jablonec nad Nisou,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),jiná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,66.5,81.3,4322.5,5284.5,MMR 2011
544477,Stráž nad Nisou,50.79099,15.026814,Liberec,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.6,82.7,4394,5375.5,MMR 2011
562092,Stráž pod Ralskem,50.702797,14.801014,Česká Lípa,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,54,66.1,3510,4296.5,MMR 2011
563820,Tanvald,50.737353,15.305835,Jablonec nad Nisou,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,54.1,62.3,3516.5,4049.5,MMR 2011
577626,Turnov,50.587282,15.156792,Semily,Liberecký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,71.4,78.9,4641,5128.5,MMR 2011
533203,Králův Dvůr,49.949807,14.034456,Beroun,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,84.9,97.7,5518.5,6350.5,MMR 2011
563838,Velké Hamry,50.713733,15.315372,Jablonec nad Nisou,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),jiná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,62.7,76.6,4075.5,4979,MMR 2011
562262,Zákupy,50.684747,14.645226,Česká Lípa,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.4,77.5,4121,5037.5,MMR 2011
563871,Železný Brod,50.642738,15.254064,Jablonec nad Nisou,Liberecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,59.9,68.9,3893.5,4478.5,MMR 2011
576131,Borohrádek,50.097771,16.093255,Rychnov nad Kněžnou,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,69.1,84.4,4491.5,5486,MMR 2011
573922,Broumov,50.585667,16.331789,Náchod,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),jiná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,37.8,43.5,2457,2827.5,MMR 2011
569917,Černilov,50.262644,15.92253,Hradec Králové,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),jiná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,73.6,89.9,4784,5843.5,MMR 2011
573965,Červený Kostelec,50.476265,16.092879,Náchod,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,48.8,56.1,3172,3646.5,MMR 2011
573990,Česká Skalice,50.394669,16.04275,Náchod,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,51.1,58.8,3321.5,3822,MMR 2011
576271,Dobruška,50.292013,16.160004,Rychnov nad Kněžnou,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.8,78,4407,5070,MMR 2011
579203,Dvůr Králové nad Labem,50.431721,15.814008,Trutnov,Královéhradecký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,71.4,78.9,4641,5128.5,MMR 2011
539414,Libčice nad Vltavou,50.199024,14.362679,Praha-západ,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,91.1,111.4,5921.5,7241,MMR 2011
572926,Hořice,50.366088,15.631824,Jičín,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,57.7,66.3,3750.5,4309.5,MMR 2011
579297,Hostinné,50.540663,15.723319,Trutnov,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.7,82.7,4400.5,5375.5,MMR 2011
574082,Hronov,50.479686,16.182288,Náchod,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,44.9,51.6,2918.5,3354,MMR 2011
570109,Chlumec nad Cidlinou,50.1544,15.460257,Hradec Králové,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68.7,79,4465.5,5135,MMR 2011
574121,Jaroměř,50.356195,15.921353,Náchod,Královéhradecký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,57.3,63.4,3724.5,4121,MMR 2011
572659,Jičín,50.437223,15.351616,Jičín,Královéhradecký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,69.9,77.3,4543.5,5024.5,MMR 2011
573060,Kopidlno,50.330848,15.270287,Jičín,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,46.6,56.9,3029,3698.5,MMR 2011
576361,Kostelec nad Orlicí,50.122666,16.21318,Rychnov nad Kněžnou,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,75.4,86.7,4901,5635.5,MMR 2011
573094,Lázně Bělohrad,50.428742,15.58268,Jičín,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,60.6,74.1,3939,4816.5,MMR 2011
574252,Meziměstí,50.624613,16.242049,Náchod,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,38.3,46.9,2489.5,3048.5,MMR 2011
535451,Benátky nad Jizerou,50.290849,14.823431,Mladá Boleslav,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,96.9,111.5,6298.5,7247.5,MMR 2011
571784,Libiš,50.27417,14.502405,Mělník,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,92.2,112.7,5993,7325.5,MMR 2011
579548,Mladé Buky,50.606427,15.833461,Trutnov,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.3,77.4,4114.5,5031,MMR 2011
573868,Náchod,50.416706,16.162875,Náchod,Královéhradecký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,56.5,62.5,3672.5,4062.5,MMR 2011
570451,Nechanice,50.237366,15.632752,Hradec Králové,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.6,77.8,4134,5057,MMR 2011
573248,Nová Paka,50.494492,15.515019,Jičín,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,62.1,71.4,4036.5,4641,MMR 2011
574279,Nové Město nad Metují,50.344565,16.151455,Náchod,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,56.8,65.4,3692,4251,MMR 2011
570508,Nový Bydžov,50.2415,15.490814,Hradec Králové,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,73,84,4745,5460,MMR 2011
576590,Opočno,50.267416,16.114789,Rychnov nad Kněžnou,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68.9,84.2,4478.5,5473,MMR 2011
574341,Police nad Metují,50.536874,16.233486,Náchod,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,46.2,56.5,3003,3672.5,MMR 2011
576701,Rokytnice v Orlických horách,50.164733,16.465671,Rychnov nad Kněžnou,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,54.4,66.5,3536,4322.5,MMR 2011
579637,Rtyně v Podkrkonoší,50.505233,16.07185,Trutnov,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,44,53.8,2860,3497,MMR 2011
532576,Libušín,50.168188,14.054587,Kladno,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,88,107.6,5720,6994,MMR 2011
579645,Rudník,50.578451,15.737286,Trutnov,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,59.6,72.8,3874,4732,MMR 2011
576069,Rychnov nad Kněžnou,50.162838,16.274879,Rychnov nad Kněžnou,Královéhradecký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,79.2,87.6,5148,5694,MMR 2011
570877,Smiřice,50.299779,15.865066,Hradec Králové,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,78,95.4,5070,6201,MMR 2011
573493,Sobotka,50.467411,15.176184,Jičín,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),jiná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,59.8,73.1,3887,4751.5,MMR 2011
576808,Solnice,50.203656,16.237611,Rychnov nad Kněžnou,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,65.6,80.2,4264,5213,MMR 2011
573507,Stará Paka,50.510323,15.49443,Jičín,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.9,75.6,4023.5,4914,MMR 2011
579734,Svoboda nad Úpou,50.625965,15.81646,Trutnov,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),jiná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,62.8,76.8,4082,4992,MMR 2011
579025,Trutnov,50.561008,15.912685,Trutnov,Královéhradecký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68.1,75.2,4426.5,4888,MMR 2011
571041,Třebechovice pod Orebem,50.200967,15.992224,Hradec Králové,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,73.6,84.6,4784,5499,MMR 2011
576859,Týniště nad Orlicí,50.151362,16.077691,Rychnov nad Kněžnou,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,79.6,91.6,5174,5954,MMR 2011
536270,Luštěnice,50.322955,14.93667,Mladá Boleslav,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,84.7,103.6,5505.5,6734,MMR 2011
579777,Úpice,50.512376,16.01605,Trutnov,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.5,70.8,3997.5,4602,MMR 2011
576883,Vamberk,50.117559,16.29067,Rychnov nad Kněžnou,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,69.3,84.6,4504.5,5499,MMR 2011
547646,Velké Poříčí,50.461774,16.189293,Náchod,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,48,58.7,3120,3815.5,MMR 2011
579858,Vrchlabí,50.626968,15.609355,Trutnov,Královéhradecký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,84.5,93.4,5492.5,6071,MMR 2011
579874,Žacléř,50.663298,15.910609,Trutnov,Královéhradecký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,57.8,70.7,3757,4595.5,MMR 2011
580015,Červená Voda,50.040291,16.742682,Ústí nad Orlicí,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,42.6,52,2769,3380,MMR 2011
580031,Česká Třebová,49.901883,16.447279,Ústí nad Orlicí,Pardubický kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.7,68.2,4010.5,4433,MMR 2011
574899,Dašice,50.028443,15.912435,Pardubice,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,75.3,92.1,4894.5,5986.5,MMR 2011
580121,Dolní Dobrouč,49.992732,16.497657,Ústí nad Orlicí,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,54.2,66.3,3523,4309.5,MMR 2011
571385,Heřmanův Městec,49.947069,15.664919,Chrudim,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.7,77.9,4140.5,5063.5,MMR 2011
537454,Lysá nad Labem,50.201428,14.832811,Nymburk,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,88.4,101.6,5746,6604,MMR 2011
571393,Hlinsko,49.76213,15.907553,Chrudim,Pardubický kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,66.6,73.6,4329,4784,MMR 2011
574988,Holice,50.06601,15.985895,Pardubice,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,75.4,86.8,4901,5642,MMR 2011
580350,Choceň,50.001604,16.223023,Ústí nad Orlicí,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,70.3,80.8,4569.5,5252,MMR 2011
571539,Chrast,49.902048,15.933959,Chrudim,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,65.4,80,4251,5200,MMR 2011
571164,Chrudim,49.95109,15.795571,Chrudim,Pardubický kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,80.7,89.2,5245.5,5798,MMR 2011
575071,Chvaletice,50.03443,15.418452,Pardubice,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.6,77.8,4134,5057,MMR 2011
580376,Jablonné nad Orlicí,50.029636,16.600592,Ústí nad Orlicí,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,51.7,63.2,3360.5,4108,MMR 2011
578193,Jevíčko,49.632195,16.711257,Svitavy,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,49.4,60.3,3211,3919.5,MMR 2011
580481,Králíky,50.083842,16.760541,Ústí nad Orlicí,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,49.8,60.9,3237,3958.5,MMR 2011
580511,Lanškroun,49.912166,16.611899,Ústí nad Orlicí,Pardubický kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,64.3,71.1,4179.5,4621.5,MMR 2011
537489,Městec Králové,50.207178,15.297576,Nymburk,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,64.1,78.4,4166.5,5096,MMR 2011
574767,Lázně Bohdaneč,50.0756,15.679779,Pardubice,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,86.6,105.8,5629,6877,MMR 2011
580538,Letohrad,50.0358,16.498783,Ústí nad Orlicí,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68,78.2,4420,5083,MMR 2011
578347,Litomyšl,49.872031,16.310521,Svitavy,Pardubický kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,74.1,81.9,4816.5,5323.5,MMR 2011
571776,Luže,49.893412,16.028496,Chrudim,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,57.3,70,3724.5,4550,MMR 2011
578444,Moravská Třebová,49.757929,16.664259,Svitavy,Pardubický kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.7,70.5,4140.5,4582.5,MMR 2011
575429,Opatovice nad Labem,50.145411,15.790442,Pardubice,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,77.2,94.3,5018,6129.5,MMR 2011
578576,Polička,49.714644,16.265432,Svitavy,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.4,72.9,4121,4738.5,MMR 2011
572080,Proseč,49.805894,16.116203,Chrudim,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,54.1,66.1,3516.5,4296.5,MMR 2011
575500,Přelouč,50.039846,15.560303,Pardubice,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,79.6,91.6,5174,5954,MMR 2011
575640,Sezemice,50.066504,15.852693,Pardubice,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,79.1,96.6,5141.5,6279,MMR 2011
540757,Milín,49.631925,14.045996,Příbram,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,75.2,92,4888,5980,MMR 2011
572241,Skuteč,49.843466,15.996546,Chrudim,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,65.1,74.9,4231.5,4868.5,MMR 2011
572268,Slatiňany,49.921094,15.813764,Chrudim,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.5,82.5,4387.5,5362.5,MMR 2011
577731,Svitavy,49.755936,16.468291,Svitavy,Pardubický kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,60.6,67,3939,4355,MMR 2011
572411,Třemošnice,49.869117,15.58002,Chrudim,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,55.4,67.7,3601,4400.5,MMR 2011
579891,Ústí nad Orlicí,49.973873,16.393609,Ústí nad Orlicí,Pardubický kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,60.7,67.1,3945.5,4361.5,MMR 2011
581186,Vysoké Mýto,49.953203,16.16169,Ústí nad Orlicí,Pardubický kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,70.5,78,4582.5,5070,MMR 2011
581259,Žamberk,50.086012,16.467377,Ústí nad Orlicí,Pardubický kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,60,69,3900,4485,MMR 2011
586862,Batelov,49.314254,15.394648,Jihlava,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,62.4,76.2,4056,4953,MMR 2011
586943,Brtnice,49.306945,15.676414,Jihlava,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.2,82.1,4368,5336.5,MMR 2011
595411,Bystřice nad Pernštejnem,49.522945,16.261466,Žďár nad Sázavou,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.4,72.9,4121,4738.5,MMR 2011
537501,Milovice,50.225957,14.888631,Nymburk,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,64.6,74.3,4199,4829.5,MMR 2011
568635,Golčův Jeníkov,49.816259,15.476858,Havlíčkův Brod,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,45.4,55.5,2951,3607.5,MMR 2011
568414,Havlíčkův Brod,49.607849,15.580682,Havlíčkův Brod,Kraj Vysočina,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.7,74.9,4400.5,4868.5,MMR 2011
547999,Humpolec,49.541522,15.359314,Pelhřimov,Kraj Vysočina,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.6,68.1,4004,4426.5,MMR 2011
568759,Chotěboř,49.720717,15.670178,Havlíčkův Brod,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,54.4,62.6,3536,4069,MMR 2011
590754,Jaroměřice nad Rokytnou,49.09408,15.893303,Třebíč,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.8,82.8,4407,5382,MMR 2011
590789,Jemnice,49.018983,15.56993,Třebíč,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68.6,83.8,4459,5447,MMR 2011
548111,Kamenice nad Lipou,49.303035,15.075181,Pelhřimov,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,53.4,65.3,3471,4244.5,MMR 2011
568988,Ledeč nad Sázavou,49.695167,15.277718,Havlíčkův Brod,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,50.4,58,3276,3770,MMR 2011
587478,Luka nad Jihlavou,49.37403,15.701931,Jihlava,Kraj Vysočina,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.6,75.2,4004,4888,MMR 2011
